학원명,카테고리,지번주소,도로명주소,전화번호,위도,경도,거리(km),검색키워드,링크
오브리듬체조아카데미,"스포츠,레저 > 체조",경기 화성시 동탄구 청계동 564,경기 화성시 동탄구 동탄대로 446,,37.1933930780968,127.100021689078,22.28,체조,http://place.map.kakao.com/1522654286
서브마린 동탄점,"스포츠,레저 > 수영,수상 > 수영장",경기 화성시 동탄구 청계동 564,경기 화성시 동탄구 동탄대로 446,1644-5297,37.1934176059367,127.099785196961,22.29,수영,http://place.map.kakao.com/2077504059
발레루스발레학원,"교육,학문 > 학원 > 무용학원,발레학원",충남 천안시 서북구 불당동 1479-2,충남 천안시 서북구 불당25로 236,010-7654-6333,36.82182086541402,127.11001025696072,22.29,발레,http://place.map.kakao.com/936953303
청무태권도합기도,"스포츠,레저 > 무예 > 태권도",충남 천안시 서북구 불당동 1477,충남 천안시 서북구 불당24로 51,010-8464-8054,36.822284337192286,127.1077120683785,22.32,합기도,http://place.map.kakao.com/334090419
천안종합운동장 수영장,"스포츠,레저 > 수영,수상 > 수영장",충남 천안시 서북구 백석동 251,충남 천안시 서북구 번영로 208,041-529-5092,36.8200355782855,127.113094416963,22.38,수영,http://place.map.kakao.com/26007562
대한민국합기도총협회,"사회,공공기관 > 단체,협회",충남 천안시 서북구 백석동 251,충남 천안시 서북구 번영로 208,041-555-7330,36.81942961784632,127.11446987118934,22.41,합기도,http://place.map.kakao.com/1530630417
이동읍다목적체육관,"스포츠,레저 > 스포츠시설 > 체육관",경기 용인시 처인구 이동읍 서리 653,경기 용인시 처인구 이동읍 백자로133번길 38,,37.2100244892439,127.171685672047,22.45,체육관,http://place.map.kakao.com/187272011
충청남도유도회,"사회,공공기관 > 단체,협회",충남 천안시 서북구 백석동 251,충남 천안시 서북구 번영로 208,041-553-6197,36.8188738583357,127.114235918258,22.47,유도,http://place.map.kakao.com/10838287
KIT리더스태권도장,"스포츠,레저 > 무예 > 태권도",경기 화성시 동탄구 청계동 550,경기 화성시 동탄구 동탄청계로 303-14,010-7979-9176,37.2009184204549,127.11791914117322,22.49,태권도,http://place.map.kakao.com/982812482
경희대한미태권도특공무술,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 화성시 동탄구 청계동 535-2,경기 화성시 동탄구 동탄대로시범길 142,031-374-8279,37.1999199821397,127.113379308563,22.52,무술,http://place.map.kakao.com/539283354
뮤직점핑줄넘기 3호점,"스포츠,레저 > 스포츠시설 > 체육관",경기 화성시 동탄구 청계동 535-2,경기 화성시 동탄구 동탄대로시범길 142,,37.1999200036979,127.113356780526,22.52,체육관,http://place.map.kakao.com/1460617538
아이누리수영장,"스포츠,레저 > 수영,수상 > 수영장 > 어린이수영장",경기 화성시 동탄구 청계동 535-7,경기 화성시 동탄구 동탄순환대로 617,031-8003-0238,37.2007440295765,127.1147457569,22.56,수영,http://place.map.kakao.com/1385861873
동탄중앙어울림센터 수영장,"스포츠,레저 > 수영,수상 > 수영장",경기 화성시 동탄구 청계동 530,경기 화성시 동탄구 동탄대로시범길 133,,37.200038336377,127.112099889221,22.57,수영,http://place.map.kakao.com/1176711368
르엔발레아카데미,"교육,학문 > 학원 > 무용학원,발레학원",경기 화성시 동탄구 청계동 534-2,경기 화성시 동탄구 동탄대로시범길 148-58,010-6342-1298,37.2007265353821,127.114200545341,22.58,발레,http://place.map.kakao.com/510347693
천명유도관,"스포츠,레저 > 무예 > 유도 > 유도장",경기 오산시 금암동 502-5,경기 오산시 문헌공로 3,010-8034-3884,37.17451400833876,127.05073876634239,22.6,유도,http://place.map.kakao.com/2123904104
스윔데이 동탄점,"스포츠,레저 > 수영,수상 > 수영장",경기 화성시 동탄구 영천동 747-8,경기 화성시 동탄구 동탄치동천로2길 3-15,0507-1405-7228,37.2038610575652,127.125136454865,22.61,수영,http://place.map.kakao.com/334457309
SH발레아카데미,"교육,학문 > 학원 > 무용학원,발레학원",경기 화성시 동탄구 여울동 969-3,경기 화성시 동탄구 동탄대로 489,031-377-5661,37.197367295797655,127.0982551587819,22.74,발레,http://place.map.kakao.com/475451777
천안제일고등학교 영농학생회관,"스포츠,레저 > 스포츠시설 > 체육관",충남 천안시 동남구 원성동 260,충남 천안시 동남구 버들로 71,,36.8080226627535,127.152787613034,22.75,체육관,http://place.map.kakao.com/1907472360
화랑태권도장,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 천안시 동남구 봉명동 493-2,충남 천안시 동남구 봉서4길 5,041-574-9948,36.8117153661923,127.131734945205,22.77,체육관,http://place.map.kakao.com/23971992
라벨르발레학원,"교육,학문 > 학원 > 무용학원,발레학원",충남 천안시 서북구 불당동 1530,충남 천안시 서북구 불당23로 70,0503-7151-6912,36.817618268471406,127.10883863479664,22.77,발레,http://place.map.kakao.com/1063211910
스테이발레학원,"교육,학문 > 학원 > 무용학원,발레학원",경기 화성시 동탄구 여울동 969-2,경기 화성시 동탄구 동탄대로 495,0502-5553-9213,37.19795209094933,127.09824014744412,22.8,발레,http://place.map.kakao.com/1352067066
해동검도 청계검도관,"스포츠,레저 > 무예 > 검도 > 검도장",경기 화성시 동탄구 청계동 531-4,경기 화성시 동탄구 동탄대로시범길 193,031-376-3720,37.2013707795209,127.108455621701,22.82,검도,http://place.map.kakao.com/1077633765
르엔발레스튜디오,"교육,학문 > 학원 > 무용학원,발레학원",경기 화성시 동탄구 여울동 968-2,경기 화성시 동탄구 동탄오산로 82,010-4210-2605,37.1981485523103,127.097108392828,22.86,발레,http://place.map.kakao.com/1383143913
하비엘스윔,"스포츠,레저 > 수영,수상 > 수영장",경기 화성시 동탄구 반송동 190-2,경기 화성시 동탄구 10용사로 563,,37.1888702517648,127.072098496774,22.92,수영,http://place.map.kakao.com/2104941802
불당특공무술,"스포츠,레저 > 무예",충남 천안시 서북구 불당동 1525,충남 천안시 서북구 불당22대로 67,041-561-8808,36.8165299815819,127.10656867459,22.95,무술,http://place.map.kakao.com/1037230608
천안고등학교 체육관,"교육,학문 > 학교부속시설",충남 천안시 동남구 봉명동 205-1,충남 천안시 동남구 봉명로 53,,36.8088320272409,127.134760237679,23.01,체육관,http://place.map.kakao.com/314403333
로얄발레하우스학원,"교육,학문 > 학원 > 무용학원,발레학원",경기 화성시 동탄구 청계동 514-4,경기 화성시 동탄구 동탄대로시범길 261,010-9782-0903,37.201651265117775,127.10208043325456,23.05,발레,http://place.map.kakao.com/243607919
아모르 발레필라테스 클래식,"교육,학문 > 학원 > 무용학원,발레학원",경기 화성시 동탄구 여울동 982-1,경기 화성시 동탄구 동탄감배산로 124-6,031-375-0424,37.1974801436352,127.090046339337,23.05,발레,http://place.map.kakao.com/1611593561
한라합기도,"스포츠,레저 > 무예 > 합기도",경기 오산시 금암동 516-3,경기 오산시 수청로 197,031-376-7273,37.1765166385768,127.045082798075,23.07,합기도,http://place.map.kakao.com/18039223
세아발레2관학원,"교육,학문 > 학원 > 무용학원,발레학원",경기 오산시 금암동 516-2,경기 오산시 수청로 199,031-372-6506,37.1764590735546,127.04481251053,23.08,발레,http://place.map.kakao.com/26486680
라벨라발레학원,"교육,학문 > 학원 > 무용학원,발레학원",경기 오산시 금암동 516-2,경기 오산시 수청로 199,070-898-3993,37.1764518689449,127.044802371775,23.08,발레,http://place.map.kakao.com/907510807
킨더아쿠아수영장,"스포츠,레저 > 수영,수상 > 수영장 > 어린이수영장",경기 화성시 동탄구 청계동 512,경기 화성시 동탄구 동탄대로시범길 276,031-378-3535,37.20169155720519,127.10026918819744,23.12,수영,http://place.map.kakao.com/389831430
용인대백암정도태권도장,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 용인시 처인구 백암면 백암리 406,경기 용인시 처인구 백암면 백원로 539,031-332-6706,37.1652195584804,127.371750919336,23.14,태권도,http://place.map.kakao.com/780050344
독수리태권도체육관,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 천안시 동남구 영성동 9-12,충남 천안시 동남구 중앙로 68-2,041-552-0293,36.8043406176125,127.152869944395,23.15,체육관,http://place.map.kakao.com/15891834
한얼태권도합기도,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 천안시 서북구 쌍용동 848,충남 천안시 서북구 봉서7길 13,041-578-9808,36.8082070847453,127.131152926341,23.16,합기도,http://place.map.kakao.com/539034738
프리다이빙 덕다이브,"스포츠,레저 > 수영,수상 > 스킨스쿠버",경기 오산시 금암동 485,경기 오산시 수청로 142,010-6641-6383,37.1805089709081,127.050170708971,23.17,수영,http://place.map.kakao.com/1185685888
오산세교복지타운 수영장,"스포츠,레저 > 수영,수상 > 수영장",경기 오산시 금암동 512,경기 오산시 수청로 192,031-371-1801,37.1777529802265,127.044835796273,23.19,수영,http://place.map.kakao.com/1379470002
성도체육관,"교육,학문 > 학원",충남 천안시 동남구 원성동 548-1,충남 천안시 동남구 원성2교길 34,041-560-8096,36.8034204101844,127.156467382609,23.2,체육관,http://place.map.kakao.com/15449571
용인대백상태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 화성시 동탄구 반송동 217-5,경기 화성시 동탄구 동탄솔빛로 52,031-613-8253,37.193340329724585,127.0736390284098,23.29,합기도,http://place.map.kakao.com/750493764
지명유도관,"스포츠,레저 > 무예 > 유도 > 유도장",경기 화성시 동탄구 반송동 217-4,경기 화성시 동탄구 동탄솔빛로 54,,37.1935537564169,127.073836339801,23.3,유도,http://place.map.kakao.com/27597250
제이앤발레학원,"교육,학문 > 학원 > 무용학원,발레학원",경기 화성시 동탄구 영천동 681-6,경기 화성시 동탄구 동탄순환대로 692,010-5634-0862,37.2067906294439,127.11133821953898,23.3,발레,http://place.map.kakao.com/1739981392
아이엠발레학원,"교육,학문 > 학원 > 무용학원,발레학원",경기 화성시 동탄구 반송동 218-1,경기 화성시 동탄구 동탄솔빛로 68,,37.1943856525905,127.074913913342,23.34,발레,http://place.map.kakao.com/1238949080
발레엔샵,"가정,생활 > 패션 > 의류판매",경기 화성시 동탄구 반송동 220-4,경기 화성시 동탄구 동탄솔빛로 53,010-2488-1754,37.1939144962485,127.073323091624,23.36,발레,http://place.map.kakao.com/2101318873
그랜드슬램김재범유도관,"스포츠,레저 > 무예 > 유도 > 유도장",경기 화성시 동탄구 영천동 678-3,경기 화성시 동탄구 동탄순환대로 701,031-373-6564,37.2071638497202,127.110176208314,23.37,유도,http://place.map.kakao.com/352164131
레전드유도관,"스포츠,레저 > 무예 > 유도 > 유도장",경기 화성시 동탄구 영천동 678-3,경기 화성시 동탄구 동탄순환대로 701,,37.2071062443708,127.110109660462,23.37,유도,http://place.map.kakao.com/918542743
대한검도회 동이검도관,"스포츠,레저 > 무예 > 검도 > 검도장",경기 화성시 동탄구 영천동 678-3,경기 화성시 동탄구 동탄순환대로 701,031-377-0506,37.2072143493273,127.110132347763,23.38,검도,http://place.map.kakao.com/870276449
용인대특전합기도,"스포츠,레저 > 무예 > 합기도 > 합기도장",경기 화성시 동탄구 반송동 220-1,경기 화성시 동탄구 동탄솔빛로 61,031-613-6474,37.1943070247469,127.073855094455,23.38,합기도,http://place.map.kakao.com/19231432
헬로키즈풀,"스포츠,레저 > 수영,수상 > 수영장 > 어린이수영장",경기 화성시 동탄구 반송동 129-1,경기 화성시 동탄구 노작로3길 40,031-8077-4885,37.1965066515874,127.077831010831,23.43,수영,http://place.map.kakao.com/890370907
세종 발레아카데미,"교육,학문 > 학원 > 무용학원,발레학원",경기 화성시 동탄구 반송동 130-1,경기 화성시 동탄구 노작로4길 8,,37.1967086762318,127.077542871066,23.46,발레,http://place.map.kakao.com/15102833
대한검도회 SKY검도관,"스포츠,레저 > 무예 > 검도 > 검도장",충남 천안시 서북구 불당동 1630,충남 천안시 서북구 불당33길 40,041-558-2379,36.8114088116421,127.106747609928,23.48,검도,http://place.map.kakao.com/288759032
죽미체육공원 어린이물놀이장,"스포츠,레저 > 수영,수상 > 수영장 > 어린이수영장",경기 오산시 세교동 627,,,37.179692017740365,127.04248000745379,23.49,어린이체육,http://place.map.kakao.com/1029314371
무림합기도,"스포츠,레저 > 무예 > 합기도 > 합기도장",경기 화성시 동탄구 여울동 971,경기 화성시 동탄구 동탄광역환승로 63,031-375-4162,37.20177869701708,127.08933728792812,23.51,합기도,http://place.map.kakao.com/1971715610
하비엘럭스 어린이수영장 영천점,"스포츠,레저 > 수영,수상 > 수영장 > 어린이수영장",경기 화성시 동탄구 영천동 679-7,경기 화성시 동탄구 동탄순환대로27길 20,031-373-1101,37.2079914847512,127.107704692479,23.53,수영,http://place.map.kakao.com/1379520082
천안스포츠마스터클럽,"스포츠,레저 > 수영,수상 > 수영장",충남 천안시 서북구 쌍용동 2104,충남 천안시 서북구 봉서산1길 37,041-579-4997,36.8074223023048,127.118176961367,23.57,수영,http://place.map.kakao.com/22710315
카약피플,"스포츠,레저 > 수영,수상 > 수상스포츠",경기 평택시 안중읍 송담리 507-12,경기 평택시 안중읍 현덕로 58-37,,36.9753859002022,126.93702631062,23.57,수영,http://place.map.kakao.com/1804884203
스쿠버리더,"스포츠,레저 > 수영,수상 > 스킨스쿠버",경기 평택시 안중읍 안중리 457-7,경기 평택시 안중읍 송담9길 81,010-9109-7480,36.9828999535273,126.935170213653,23.61,수영,http://place.map.kakao.com/1111742264
명지대학교 자연캠퍼스 실내체육관,"스포츠,레저 > 스포츠시설 > 체육관",경기 용인시 처인구 남동 555,경기 용인시 처인구 명지로 116,,37.2218035747171,127.190180563416,23.65,체육관,http://place.map.kakao.com/1030147197
